Year,Grader,Grade Type,Grade,Inventory #,Mint Location,DL Toning Degree,Brilliance Obverse,Brilliance Reverse,Toning Obverse,Toning Reverse,EdgeFreq Flat Obverse,EdgeFreq Flat Reverse,EdgeFreq Descriptive Obverse,EdgeFreq Descriptive Reverse,EdgeFreq RedOrange Obverse,EdgeFreq RedOrange Reverse,EdgeFreq Yellow Obverse,EdgeFreq Yellow Reverse,EdgeFreq Green Obverse,EdgeFreq Green Reverse,Unnamed: 21,Unnamed: 22
1903,NGC,MS,63,2298801,Philadelphia,2,10.0,10.0,0.0,0.0,2191,3006,191439,205694,26176,35312,118778,80982,30152,76285,,
1880,NGC,MS,66,2065723,San Francisco,3,8.0,7.0,4.35,3.6,10282,6612,196974,214767,53163,53762,113926,77061,31800,83325,,
1893,PCGS,MS,61,2290074,New Orleans,1,10.0,10.0,0.0,0.0,4038,3321,194997,253439,32463,45541,113414,86403,34438,90837,,
1921,PCGS,MS,62,2203081,San Francisco,2,10.0,10.0,0.0,0.0,3736,3057,203643,238579,29171,41080,126069,91559,31031,83740,,
1921,PCGS,MS,62,2259686,Denver,1,10.0,10.0,0.0,0.0,4882,2269,224876,247787,41649,42426,131779,84612,34604,86828,,
1885,PCGS,AU,58,2458446,San Francisco,2,10.0,10.0,1.75,0.35,2350,3394,171665,223619,26283,41151,119570,84613,27128,84062,,
1899,PCGS,MS,65,1858299,New Orleans,3,10.0,10.0,0.7,0.0,2928,2283,186403,220815,24672,35610,121742,82486,24136,85214,,
1885,PCGS,MS,65,2295103,Philadelphia,1,10.0,10.0,0.0,0.0,2430,1674,212429,236616,27041,37485,125859,81077,29067,84361,,
1881,NGC,MS,63,2192913,San Francisco,1,9.0,9.0,0.0,0.0,6405,2099,170554,199429,35264,33321,102730,70258,17550,62607,,
1885,PCGS,MS,63,2276067,Philadelphia,1,9.0,10.0,0.0,0.0,2426,3678,188187,206651,29186,37429,117481,73775,22177,77114,,
1884,PCGS,MS,66,2076154,Philadelphia,1,10.0,10.0,1.75,0.0,1415,1853,184878,229788,22103,38952,117037,88127,33620,88134,,
1883,PCGS,MS,64,2247544,Carson City,2,10.0,10.0,0.0,0.0,3301,2099,178683,200116,27755,34204,112128,72949,29053,78415,,
1889,PCGS,MS,63,2287741,New Orleans,1,10.0,10.0,0.0,0.0,2547,1383,170388,203300,25330,32414,109369,75644,20654,71547,,
1883,PCGS,MS,64,1856886,New Orleans,2,10.0,10.0,2.4,0.0,1668,2034,185928,227915,23576,37350,118951,88398,26860,88195,,
1897,PCGS-CAC,MS,62,2453590,New Orleans,2,10.0,10.0,0.0,0.0,4351,1656,192096,200676,33172,35188,118598,69072,31342,74754,,
1902,PCGS-CAC,MS,64,1860728,Philadelphia,4,9.0,10.0,3.6,3.95,9690,6418,193192,221757,51263,51036,120447,78318,34505,91233,,
1884,PCGS,MS,64,1872370,Carson City,1,10.0,9.0,0.0,0.0,3334,1351,193907,224815,31989,32980,111319,76894,26775,79599,,
1884,PCGS,MS,64,2025063,Carson City,1,10.0,10.0,1.75,0.0,3309,2033,180933,224064,30399,35213,118592,87882,27354,82346,,
1902,NGC,MS,65,2093022,New Orleans,1,10.0,10.0,0.0,0.0,1287,2081,173099,205876,19955,36118,118996,85705,29274,76208,,
1884,PCGS,MS,64,2420391,New Orleans,3,10.0,8.0,2.4,3.6,2845,2404,188658,193171,28305,35407,126080,73077,27107,76230,,
1879,PCGS,MS,63,2169378,New Orleans,2,10.0,10.0,0.0,0.0,1281,1865,184207,238328,23311,36159,119468,86473,32265,87384,,
1888,PCGS,MS,64,2160384,New Orleans,3,10.0,10.0,0.0,0.0,2286,2352,178797,238075,30298,40089,106961,83378,33218,89808,,
1897,PCGS,MS,65,2184407,Philadelphia,2,10.0,10.0,0.0,0.0,1211,1886,184943,241585,18947,34788,117250,89887,19672,80624,,
1901,NGC,MS,63,2283349,New Orleans,3,10.0,9.0,0.0,1.3,2630,1093,175324,187451,27053,35927,110453,71622,25921,75529,,
1885,PCGS,MS,63,2151943,Philadelphia,1,10.0,9.0,0.0,0.0,5033,1906,179913,220524,29107,31628,110189,76926,24163,79808,,
1878,PCGS,MS,64,2160469,San Francisco,1,10.0,10.0,0.0,0.0,2925,2185,213479,239058,26444,42612,117946,79483,29140,83759,,
1898,PCGS-CAC,MS,66,2295122,Philadelphia,2,10.0,10.0,0.0,0.0,1003,1271,209356,242966,22237,38774,130691,83707,23311,87295,,
1881,PCGS,MS,63,2155825,San Francisco,1,9.0,9.0,0.0,0.0,4991,3340,214083,218048,43364,42349,115607,72062,32741,79746,,
1884,NGC,MS,66,1855751,Carson City,2,9.0,9.0,1.75,0.0,1152,1754,190050,226957,18293,35522,109188,78182,29927,81886,,
1887,NGC,MS,61,2285318,Philadelphia,2,10.0,10.0,0.0,0.0,4358,2790,191044,222877,29124,35676,121963,85627,27037,86208,,
1882,PCGS,MS,65,2192983,New Orleans,2,10.0,10.0,0.0,0.0,1679,2701,194923,238792,22424,38710,122609,86666,28352,86810,,
1897,PCGS,MS,63,2231549,San Francisco,2,10.0,10.0,0.0,0.0,5418,2401,188276,218882,35295,39586,119320,79998,29904,82816,,
1880,NGC,MS,63,2169408,San Francisco,4,7.0,7.0,2.4,2.3,9991,4685,256682,254050,62290,51638,131814,82210,42407,96661,,
1884,PCGS-CAC,MS,64,2092752,Carson City,1,10.0,10.0,1.75,0.0,2943,2016,184019,232524,24336,36863,111536,87403,32296,87145,,
1887,PCGS,MS,64,2169403,Philadelphia,2,10.0,10.0,0.0,0.0,5737,1302,184202,199319,26543,27587,103851,71197,22952,72822,,
1879,PCGS,MS,68,2408815,San Francisco,3,8.0,10.0,2.4,0.0,1864,1313,169500,200232,23475,29072,108150,71041,24489,73807,,
1880,NGC,MS,64,2298685,San Francisco,3,9.0,10.0,3.25,0.35,8560,1782,239409,240903,64957,42470,136697,83905,42662,96262,,
1878,ANACS,AU,55,2456991,Carson City,1,10.0,10.0,1.05,0.0,3618,3735,200031,246676,35523,45353,125570,92970,34705,95291,,
1921,NGC,MS,64,2181459,Denver,3,9.0,10.0,2.95,0.65,6852,3360,215283,213107,49763,38131,126069,71051,39652,82546,,
1893,NGC-CAC,MS,63,2092765,Carson City,1,10.0,10.0,0.0,0.0,5629,1853,212388,213244,38569,35319,122727,62041,34681,78965,,
1900,PCGS,MS,65,2287720,Philadelphia,1,10.0,10.0,0.0,0.0,1148,1609,188723,225678,20195,37749,115040,75442,19041,78582,,
1887,PCGS,MS,63,2184402,New Orleans,3,10.0,10.0,0.0,0.0,5246,3188,175969,218586,37159,42371,118441,88116,32885,82830,,
1890,PCGS,MS,65,2291889,New Orleans,2,10.0,10.0,0.0,0.0,1160,1634,179723,220012,21358,35972,108933,74541,29923,87666,,
1881,NGC,MS,65,2087753,San Francisco,2,9.0,9.0,1.75,1.0,2644,1769,176293,202839,28395,38401,117525,79333,20790,70970,,
1893,PCGS,MS,63,2071216,New Orleans,2,9.0,9.0,0.0,0.65,3079,1638,186161,217702,29784,32692,115991,78428,25558,86378,,
1882,PCGS,MS,66,2191394,Philadelphia,2,7.0,5.0,1.95,3.25,5082,4204,196805,257135,44474,47919,121450,87875,28625,98217,,
1884,NGC,MS,64,2224462,Philadelphia,1,10.0,10.0,0.0,0.0,1779,1684,186897,222071,20756,34387,114122,79091,28284,80586,,
1904,PCGS-CAC,MS,65,1885858,New Orleans,4,8.0,9.0,3.95,2.6,8208,3616,237392,216973,55632,45075,132735,79538,39385,94262,,
1883,PCGS,MS,64,2128799,New Orleans,2,10.0,10.0,0.0,0.0,2564,2508,179143,222402,28897,38120,114079,86757,27401,85154,,
1899,PCGS,MS,65,2296236,New Orleans,1,10.0,10.0,0.0,0.0,2243,2669,207584,239448,24013,37258,132343,82902,28634,90484,,
1884,NGC,MS,64,2399062,New Orleans,1,10.0,10.0,0.0,0.0,2477,2938,182097,214443,25973,38493,122156,84574,23144,80510,,
1883,NGC-GSA,MS,64,2293749,Carson City,1,10.0,9.0,0.0,0.0,3710,1846,156075,180394,26386,33809,101553,60100,28546,72640,,
1900,PCGS,MS,63,2232123,New Orleans,1,10.0,10.0,0.0,0.0,6685,3719,207009,226625,31394,44373,124463,82270,32112,84774,,
1903,PCGS,MS,66,2054128,New Orleans,1,10.0,10.0,0.0,0.0,1226,2277,192604,243162,22361,38110,122500,86395,27083,82830,,
1891,PCGS,MS,64,2113749,Carson City,1,10.0,10.0,0.0,0.0,3666,2408,183809,233546,26043,40862,118058,88388,30545,78255,,
1878,NGC,MS,61,2128804,Carson City,2,10.0,10.0,1.05,0.35,6188,3189,204428,213672,40804,41671,119708,75976,32695,87375,,
1900,PCGS,MS,63,2068710,Philadelphia,1,9.0,10.0,0.0,0.0,2191,1731,200947,237278,26399,34438,113866,83923,30834,78271,,
1896,PCGS,MS,63,1853813,Philadelphia,1,10.0,10.0,0.0,0.0,2191,2087,197747,246435,21325,38514,120140,90383,34299,85391,,
1888,NGC,MS,64,2298993,New Orleans,2,9.0,10.0,0.0,0.0,1433,2298,178142,215740,24699,39408,118502,82846,26727,83879,,
1921,PCGS,MS,66,1888306,Philadelphia,2,10.0,10.0,0.0,1.75,1471,2039,198930,259873,21272,42744,122142,91606,26664,85097,,
1879,PCGS,AU,58,2182940,San Francisco,2,9.0,9.0,0.0,0.0,4891,2457,200992,232818,39778,40358,117037,86302,32369,85906,,
1891,PCGS,MS,64,2261093,Carson City,1,10.0,10.0,0.0,0.0,3668,2806,201989,238723,29834,40403,122733,88007,32205,88709,,
1879,PCGS,MS,65,2084734,San Francisco,2,10.0,10.0,1.75,0.0,1946,1983,189802,238829,26167,34338,114303,88964,30701,89111,,
1898,PCGS,MS,64,2008546,San Francisco,1,10.0,10.0,0.0,0.0,3216,1622,194563,239826,30640,38542,123131,88191,28094,83921,,
1890,NGC,MS,63,2075238,San Francisco,3,10.0,10.0,1.65,3.6,5108,4876,205001,245618,41127,53645,123043,81256,29700,93338,,
1882,PCGS,MS,65,2287710,Carson City,2,10.0,10.0,0.0,0.0,1970,1777,182306,211100,22852,36867,112197,74418,25661,79096,,
1888,NGC,MS,63,2291580,San Francisco,1,10.0,9.0,0.0,0.0,1982,1789,205946,227392,27282,34840,122073,82500,27555,77029,,
1892,PCGS,MS,63,2181407,New Orleans,2,10.0,10.0,0.0,0.0,2721,2044,169008,226463,24840,38502,109733,91717,32157,85306,,
1878,PCGS-CAC,MS,64,2293736,Philadelphia,2,10.0,9.0,0.35,0.35,6318,2800,181782,163110,30909,33688,119364,58664,26984,63883,,
1878,PCGS-CAC,MS,64,2078678,San Francisco,2,10.0,10.0,1.4,0.0,3813,1605,200276,230428,34404,36785,113712,82510,26282,86966,,
1896,PCGS,MS,65,2232119,Philadelphia,1,10.0,10.0,0.0,0.0,3886,3766,178807,218308,25147,38459,116096,75456,28015,83162,,
1888,PCGS,MS,63,1855731,Philadelphia,3,10.0,9.0,1.0,2.6,3460,3426,200626,226556,33076,46831,124190,86228,28213,81692,,
1886,PCGS,MS,61,2279784,New Orleans,3,10.0,10.0,0.0,0.0,11389,3892,209833,233271,53903,47775,122583,80203,33643,88720,,
1881,PCGS,MS,65,2257059,Carson City,2,10.0,10.0,0.0,0.0,2614,2018,163042,195858,23194,33110,103142,68301,21554,76971,,
1898,PCGS,MS,64,1855320,New Orleans,2,10.0,10.0,0.0,0.0,1921,1247,192370,243709,27486,35587,123603,90009,35532,86764,,
1880,NGC,MS,62,2222472,Carson City,3,10.0,10.0,1.65,0.35,6707,1919,183704,200429,32687,37582,113229,73307,31978,75278,,
1878,PCGS,MS,64,2156825,Philadelphia,2,10.0,10.0,0.0,0.0,2471,1852,174638,223431,31564,38196,100908,75276,27841,85874,,
1878,PCGS,MS,65,1883367,San Francisco,2,9.0,9.0,1.4,0.0,1761,1611,184394,238740,22255,38479,110255,83681,24341,88799,,
1884,PCGS,MS,65,2287715,Philadelphia,1,10.0,10.0,0.0,0.0,3167,1258,190166,219317,28217,35494,114222,80610,26620,75252,,
1897,NGC,MS,64,2128821,Philadelphia,2,10.0,10.0,0.0,0.0,4325,3098,183849,195255,28598,37279,118588,67159,26968,73058,,
1884,PCGS,AU,55,2243989,San Francisco,2,10.0,10.0,0.0,0.0,8370,2448,176812,220306,35678,40233,117205,78427,24126,86045,,
1882,PCGS,MS,65,2183882,Carson City,1,10.0,10.0,0.0,0.0,2768,1611,190508,228318,23985,34960,117123,90331,28913,84701,,
1878,PCGS,MS,65,1880897,Philadelphia,2,10.0,10.0,1.05,0.35,2021,2420,164436,223196,24555,36906,111264,82802,25604,90391,,
1881,PCGS,MS,65,2296622,Philadelphia,1,10.0,10.0,0.0,0.0,980,1060,183782,214616,20682,30953,115698,76349,30295,85924,,
1880,PCGS,MS,64,2295588,San Francisco,3,8.0,9.0,0.35,0.0,3225,1497,178622,216498,30453,38852,101382,74817,29364,76538,,
1891,NGC-CAC,MS,63,2078694,New Orleans,2,10.0,9.0,0.35,0.35,1257,2008,162155,209455,24319,38027,114893,79829,25749,75789,,
1884,PCGS,MS,63,1883791,Philadelphia,1,10.0,10.0,0.0,0.0,2994,3415,209791,219767,29508,39194,122761,76558,27544,73028,,
1880,PCGS,MS,64,2121761,Carson City,1,10.0,10.0,0.0,0.0,4133,2944,216614,244449,37017,41477,125188,86416,33791,89841,,
1888,PCGS,MS,65,2162349,New Orleans,1,10.0,10.0,0.0,0.0,1739,2245,193008,244239,23211,39986,120837,87560,29846,85678,,
1878,PCGS,MS,65,2167337,Philadelphia,1,10.0,10.0,0.0,0.0,1863,1626,186753,224411,22834,34633,115092,82683,29037,83752,,
1888,NGC,MS,65,2102786,Philadelphia,1,9.0,9.0,0.0,0.0,2779,1653,200185,221713,29514,34867,108597,75319,23591,79449,,
1879,PCGS,MS,65,2048746,San Francisco,1,10.0,10.0,1.75,0.0,3901,1291,202815,242043,31839,36230,111538,81881,29022,86009,,
1882,NGC,MS,64,2054709,New Orleans,3,10.0,9.0,5.0,3.6,2931,2816,186889,186836,30769,42923,116283,69548,33565,78345,,
1884,PCGS,MS,66,2099196,Carson City,3,10.0,10.0,3.05,1.3,1756,1947,174773,217391,23857,33218,113638,84639,29927,87918,,
1881,PCGS,MS,65,2255013,Carson City,2,10.0,10.0,0.0,0.35,4250,3382,174896,223238,30958,43945,109022,77035,20847,85218,,
1900,NGC,MS,65,2203920,New Orleans,1,10.0,10.0,0.0,0.0,3132,3045,190979,211533,25234,37575,122781,82336,26698,79544,,
1880,PCGS,MS,64,2030610,Philadelphia,2,9.0,9.0,3.05,2.3,5712,3106,188121,223194,42835,44696,125249,74074,26458,92807,,
1882,NGC,MS,66,2252667,Philadelphia,2,10.0,10.0,0.0,0.0,3308,2037,167452,199115,22490,31236,104218,76886,29456,77019,,
1887,PCGS-CAC,MS,66,2284080,Philadelphia,2,10.0,9.0,0.0,1.0,1758,1642,167271,195063,21155,32258,112254,70930,22808,71115,,
1885,PCGS-CAC,MS,65,2184414,New Orleans,2,10.0,10.0,0.0,0.0,943,1726,172204,222944,18151,34933,116562,88752,28296,83389,,
1885,PCGS,MS,65,2182956,Philadelphia,1,10.0,10.0,0.0,0.0,1513,1683,194827,237400,20175,36977,120151,89491,25521,84703,,
1893,PCGS,AU,58,2170833,New Orleans,1,10.0,10.0,0.0,0.0,1900,2773,180603,233151,21320,37489,114596,89178,31513,86354,,
1880,PCGS,MS,65,2290086,San Francisco,1,10.0,10.0,0.0,0.0,1963,1036,181777,199754,21315,35695,109489,63932,27908,81007,,
1879,PCGS,MS,63,1883839,San Francisco,2,10.0,10.0,1.75,0.35,5135,1650,182443,233373,39187,35145,110716,86645,23411,82934,,
1880,NGC,MS,65,2048759,San Francisco,1,10.0,10.0,1.75,0.0,2196,1431,187262,235546,25132,37446,115680,85122,27662,85864,,
1896,PCGS-CAC,MS,62,2442928,New Orleans,2,10.0,10.0,1.0,1.0,2864,2475,179326,241028,30442,40748,120452,88042,29571,92036,,
1885,NGC,MS,63,2274231,New Orleans,2,10.0,10.0,0.35,0.0,3177,2199,187938,216234,30183,37227,125517,84768,27578,80260,,
1879,PCGS,MS,66,2084728,San Francisco,2,10.0,10.0,1.75,0.35,2624,1833,169875,234495,26683,42232,106011,80969,28242,87820,,
1882,NGC,AU,58,2272128,Carson City,2,10.0,9.0,0.0,0.0,3582,3845,190454,203561,35181,40801,112983,75828,32302,71834,,
1904,PCGS,MS,62,2177440,Philadelphia,1,10.0,10.0,0.0,0.0,1231,2261,187903,230665,21482,33845,124811,87730,28684,81680,,
1889,PCGS,MS,65,1888311,San Francisco,1,10.0,10.0,0.0,0.0,1209,912,195184,251951,18305,35154,121934,89185,29832,88730,,
1897,PCGS,AU,58,2181376,New Orleans,1,10.0,10.0,0.0,0.0,3200,1804,204858,250462,26911,37805,125301,91440,35024,91816,,
1881,PCGS,MS,64,2160471,San Francisco,3,10.0,7.0,1.65,3.6,13848,4474,237549,257650,72124,49650,137852,82691,39921,95272,,
1896,PCGS,AU,58,2097822,New Orleans,2,10.0,10.0,0.0,0.0,2298,1504,195918,247709,27107,35492,122550,93550,31508,89858,,
1897,PCGS,MS,60,1872513,New Orleans,2,10.0,10.0,0.0,1.3,3549,1886,203288,243010,33525,39609,126696,93143,34735,89798,,
1898,PCGS,MS,64,2000035,Philadelphia,1,10.0,10.0,0.0,0.0,3527,2442,209794,256691,32396,41055,121633,90037,29805,87761,,
1900,PCGS,MS,62,2064156,New Orleans,2,10.0,10.0,0.0,0.0,2135,2631,186383,233998,29284,40125,122504,86332,31354,87654,,
1921,PCGS,MS,63,1883836,Philadelphia,2,10.0,10.0,1.0,0.0,6658,3618,202850,240346,36277,44249,127160,84339,29860,86662,,
1888,PCGS,MS,63,1883801,Philadelphia,1,10.0,10.0,0.0,0.0,2693,2126,200396,245617,27731,37966,117992,86851,32596,84647,,
1899,PCGS,MS,64,2288240,Philadelphia,2,8.0,6.0,0.0,0.0,2213,1165,180564,172298,29699,26500,105377,54199,26569,72214,,
1890,PCGS,MS,63,2068690,San Francisco,1,10.0,10.0,0.0,0.0,4511,1814,195479,232751,34157,38939,118525,86087,25581,79125,,
1888,NGC,MS,66,2203072,Philadelphia,2,10.0,10.0,0.0,0.0,1361,1533,173624,210315,22123,31829,115921,83529,24096,82188,,
1884,PCGS,MS,65,2276069,New Orleans,1,10.0,10.0,0.0,0.0,3280,3238,185364,208916,27425,40301,122809,80462,25851,81209,,
1879,NGC,MS,65,2084715,San Francisco,2,9.0,9.0,1.75,1.0,2556,1325,172334,215260,27408,34499,107657,77219,28139,88927,,
1887,PCGS,MS,64,2421980,Philadelphia,2,10.0,10.0,0.0,0.0,2465,2734,187716,220129,24093,38312,125990,84987,25459,79375,,
1882,NGC,MS,64,2298690,San Francisco,3,10.0,6.0,0.0,2.95,15092,9091,197406,224240,74417,63344,111312,59961,37474,62772,,
1896,PCGS,MS,68,2284175,Philadelphia,1,10.0,10.0,0.0,0.0,2005,1999,175097,198147,14539,36310,114738,73153,27702,76513,,
1882,NGC-CAC,MS,65,1885869,Carson City,1,9.0,9.0,1.75,0.0,2129,1581,176880,201669,21084,32363,102233,67027,26290,74545,,
1892,PCGS,MS,64,2054147,Philadelphia,1,10.0,10.0,0.0,0.0,3120,2184,195223,240365,29503,39903,117540,89822,28724,84679,,
1893,PCGS,MS,65,2057116,Philadelphia,1,10.0,10.0,0.0,0.0,3563,2457,209854,231109,26928,38461,125620,77216,32051,85904,,
1891,NGC,MS,61,2097746,Carson City,1,10.0,10.0,0.0,0.0,2897,2170,203318,245139,27774,40117,123851,92101,34636,84257,,
1881,NGC,MS,66,2273707,San Francisco,1,10.0,10.0,0.0,0.0,3601,1881,223071,225564,39083,36259,125281,78286,31185,83374,,
1880,NGC,MS,65,1853865,San Francisco,2,10.0,10.0,1.75,0.0,5629,1527,209731,228513,38771,34481,113628,83817,29459,83431,,
1885,NGC,MS,64,2274301,Philadelphia,2,10.0,10.0,0.0,0.0,1750,2133,178636,196477,23202,35217,121168,79811,25009,73115,,
1884,PCGS,MS,63,2093089,Philadelphia,3,9.0,10.0,2.4,0.0,7272,2265,185447,182011,49913,38158,109151,47551,37316,69115,,
1887,PCGS,MS,66,2182958,Philadelphia,1,10.0,10.0,0.0,0.0,1500,2518,196444,237966,23458,39802,121003,88923,28143,84207,,
1897,PCGS,MS,64,2057121,New Orleans,2,10.0,10.0,0.0,1.35,3427,5056,201187,232825,29866,49171,132331,77881,27943,84881,,
1879,PCGS-CAC,MS,65,2078681,San Francisco,1,10.0,10.0,1.75,0.0,2596,1713,187765,244148,28976,38981,110118,84586,28363,94038,,
1890,PCGS-CAC,MS,65,2008556,San Francisco,1,10.0,10.0,0.0,0.0,2036,1119,196882,220728,22827,32652,118918,77294,27022,82869,,
1904,NGC,MS,65,2110831,New Orleans,1,10.0,10.0,0.0,0.0,3188,1856,163855,194905,21893,27689,110736,74574,22035,74488,,
1921,PCGS,MS,62,2223460,San Francisco,1,9.0,9.0,1.3,1.3,6095,5343,209931,250092,40009,48386,124195,83939,31502,89184,,
1921,PCGS,MS,66,2020036,Denver,1,10.0,10.0,0.0,0.0,1347,2879,194202,233848,24535,41435,119837,88048,28532,79045,,
1883,PCGS,MS,66,1888302,Carson City,1,9.0,9.0,1.75,0.0,2586,2579,179805,214428,25117,36769,103546,74930,28087,77767,,
1921,PCGS,MS,63,2442881,San Francisco,2,10.0,10.0,0.0,0.0,6261,3835,216390,246006,40570,39966,136935,88040,37020,97909,,
1890,NGC,MS,64,2125835,Philadelphia,1,10.0,10.0,0.0,0.0,3574,2129,181669,221988,22441,37098,117592,88330,24520,79512,,
1883,NGC-CAC,AU,58,2204425,San Francisco,3,9.0,9.0,3.25,1.3,7997,4290,196595,205039,49459,44394,126278,79475,32057,81677,,
1884,NGC,MS,65,2274303,New Orleans,3,10.0,7.0,2.3,2.3,4378,5973,201751,234496,37527,57672,134394,79843,32525,86779,,
1878,PCGS,MS,64,1872556,San Francisco,1,10.0,10.0,1.4,0.0,1688,1587,188051,231483,22486,32590,114994,81447,33565,88733,,
1879,PCGS,MS,63,1883773,New Orleans,2,10.0,10.0,0.0,0.0,4968,1688,189392,230981,34723,36779,115952,86447,30500,87156,,
1881,PCGS,MS,63,2272145,San Francisco,1,10.0,9.0,0.0,0.0,5885,2814,173884,162138,35970,32541,111910,49660,21835,72904,,
1882,NGC,MS,66,2184486,San Francisco,1,10.0,10.0,0.0,0.0,2674,1182,190858,229449,22885,30606,116092,83861,28104,80872,,
1878,NGC,MS,64,2100731,Philadelphia,3,8.0,9.0,2.0,0.65,1655,1966,139449,173760,22367,36899,98985,65912,17881,66861,,
1899,PCGS,MS,63,1883845,Philadelphia,1,10.0,10.0,0.0,0.0,2239,1622,175202,220646,24715,37580,114098,90535,30823,78329,,
1901,PCGS,MS,66,2247998,San Francisco,1,10.0,10.0,0.0,0.0,3128,2107,179752,204991,23970,31457,116833,74501,27399,80068,,
1884,PCGS,MS,63,1883792,Carson City,2,10.0,10.0,1.75,0.0,6912,1872,198975,203063,40154,31354,118405,67502,32382,87925,,
1887,NGC,MS,66,2203910,Philadelphia,1,10.0,10.0,0.0,0.0,4736,1305,181178,196484,28391,32600,118705,74026,27471,74648,,
1900,PCGS,MS,62,2287722,San Francisco,2,10.0,10.0,0.0,0.0,3458,3235,177772,214688,29949,45723,110362,74687,22272,71522,,
1878,PCGS-CAC,MS,64,2236021,Philadelphia,2,10.0,10.0,0.0,0.0,4455,3448,186408,204708,30233,37208,113158,74037,24824,72540,,
1878,PCGS,MS,65,2287700,San Francisco,1,10.0,10.0,0.0,0.0,966,2698,182308,210363,18304,43535,110613,69056,24493,77344,,
1884,PCGS,MS,63,1868269,New Orleans,1,9.0,8.0,1.75,0.0,3006,1655,169692,194928,30295,33948,102074,68888,28972,76228,,
1887,PCGS,MS,63,2234011,New Orleans,2,10.0,10.0,0.0,0.0,3544,2240,183420,209965,27327,33389,116641,75133,26229,82244,,
1882,PCGS,MS,63,2248024,New Orleans,1,10.0,10.0,0.0,0.0,3598,2000,181238,212539,24751,35174,120497,79414,26267,79668,,
1879,PCGS,MS,62,2184396,San Francisco,1,10.0,10.0,0.0,0.0,5161,2204,189832,214240,31166,33285,117485,81650,30970,76648,,
1881,NGC,MS,63,2367383,San Francisco,1,10.0,10.0,0.0,0.0,1897,2398,186713,186500,24759,35927,120899,74023,27505,74067,,
1888,PCGS,AU,55,2449897,San Francisco,1,10.0,10.0,0.0,0.0,5055,3070,209116,249964,36796,43204,128596,89635,31413,87739,,
1885,NGC,MS,64,2296183,Philadelphia,3,8.0,9.0,1.0,0.0,927,1830,179732,210429,22359,40002,111138,75778,26843,78109,,
1881,PCGS-CAC,MS,67,2287094,Carson City,1,10.0,10.0,0.0,0.0,2661,2880,171529,214407,22257,29708,111589,78134,24405,80913,,
1887,PCGS,MS,64,2205918,Philadelphia,0,9.0,10.0,0.0,0.0,1274,1705,177718,218154,18408,36068,119106,85033,20818,77571,,
1882,PCGS,MS,63,1883786,New Orleans,1,10.0,10.0,0.0,0.0,2598,3894,202536,237064,28175,41733,123189,84963,30830,85547,,
1890,NGC,MS,64,1856764,Philadelphia,2,10.0,10.0,1.0,0.0,5859,4338,200690,227741,28626,42740,124037,75260,29982,86228,,
1880,NGC,MS,62,2048774,San Francisco,1,10.0,10.0,0.0,0.0,4160,1310,199456,232510,37488,37131,117838,85067,28551,84043,,
1892,PCGS-CAC,MS,64,2118230,Carson City,1,10.0,10.0,0.0,0.0,2970,1884,182010,225577,24337,35329,108227,79031,33453,75809,,
1880,NGC,MS,65,2075247,San Francisco,2,10.0,10.0,1.75,0.0,2621,1452,201160,234632,28200,38246,115302,80020,37093,84581,,
1899,PCGS,MS,64,1855214,New Orleans,1,9.0,7.25,0.0,0.0,2881,1473,209055,229766,25636,30858,118816,79236,31103,82571,,
1880,NGC,MS,64,2194954,San Francisco,1,10.0,9.0,0.0,0.0,2068,719,189576,206132,22615,27872,111789,67799,26017,73239,,
1889,NGC,MS,61,2298758,San Francisco,3,9.0,9.0,0.35,0.65,949,1858,163591,202804,20776,37743,113230,76626,25184,77690,,
1878,PCGS,MS,61,2271210,Carson City,3,9.0,9.0,0.65,0.0,5532,1928,199421,196499,42173,37756,110159,66915,39599,82257,,
1878,PCGS,MS,64,2009629,Philadelphia,1,10.0,10.0,1.05,0.0,2471,1852,174638,223431,31564,38196,100908,75276,27841,85874,,
1889,PCGS-CAC,MS,64,2206922,New Orleans,1,10.0,10.0,0.0,0.0,4537,1589,180000,225589,31418,34042,113944,84199,28228,81728,,
1898,PCGS,MS,66,2426886,Philadelphia,1,10.0,10.0,0.0,0.0,3154,2748,197525,190477,27356,33411,118159,69839,33668,78528,,
1886,PCGS-CAC,MS,66,2420399,Philadelphia,3,9.0,10.0,1.05,0.35,1716,1703,169348,206886,21850,35009,115141,79232,21165,75648,,
1890,PCGS-CAC,MS,62,2252529,San Francisco,1,10.0,10.0,0.0,0.0,5497,2339,190057,220453,35665,39185,116871,73277,22158,77747,,
1904,PCGS,MS,63,2028563,Philadelphia,3,8.0,8.0,3.95,3.95,7800,6372,226216,244833,47815,55190,127226,79765,28941,86208,,
1881,PCGS,MS,63,2155823,San Francisco,1,10.0,9.0,0.0,0.0,4318,2697,211594,235627,39989,45278,119083,74132,33203,82722,,
1884,NGC-CAC,MS,66,2284075,Carson City,1,10.0,10.0,0.0,0.0,3113,1650,176456,174324,22903,31640,115832,66937,25345,64978,,
1878,PCGS,MS,62,2381806,Philadelphia,1,10.0,10.0,0.0,0.0,5669,2839,205009,227801,35804,40899,120946,81050,27919,87922,,
1884,NGC-GSA-CAC,MS,64,2388307,Carson City,2,10.0,10.0,1.75,0.0,3191,3791,185638,210683,27532,37982,118866,85946,28624,80099,,
